0;1;630.14
0;2;303.21
1;2;863.21
3;2;655.13
3;1;555.02
4;2;183.22
4;3;778.28
5;3;669.17
5;1;917.24
6;2;544.49
6;0;349.27
7;4;686.42
7;3;590.88
8;4;453.48
8;0;517.15
9;0;623.10
9;1;1181.40
10;1;597.00
10;3;42.58
11;3;715.60
11;1;683.64
12;2;239.04
12;1;915.03
13;10;911.31
13;0;565.98
14;6;326.03
14;7;220.72
15;3;181.04
15;7;428.66
16;13;462.35
16;3;616.86
17;12;545.85
17;14;251.24
18;8;191.88
18;12;465.11
19;2;656.22
19;4;784.90
20;12;673.36
20;4;610.32
21;13;115.41
21;11;276.34
22;1;588.05
22;5;633.99
23;12;321.04
23;1;639.23
24;1;116.73
24;9;1065.48
25;0;196.81
25;6;228.36
26;6;384.42
26;0;260.35
27;14;496.87
27;1;858.34
28;1;579.21
28;2;828.94
29;4;207.27
29;2;382.58
