2;0;303.21
2;1;863.21
3;0;356.35
3;2;655.13
4;2;183.22
4;0;424.20
5;2;70.58
5;4;238.40
6;0;349.27
6;2;544.49
7;1;216.11
7;6;184.82
8;7;309.46
8;5;615.98
9;4;339.54
9;5;294.68
10;3;42.58
10;1;597.00
11;8;235.93
11;7;484.38
12;4;63.57
12;0;487.51
13;0;565.98
13;8;381.37
14;6;326.03
14;1;418.90
15;3;181.04
15;0;249.48
16;8;131.48
16;14;202.00
17;8;203.59
17;16;328.43
18;16;323.36
18;14;298.30
19;3;30.02
19;11;730.06
20;19;174.64
20;1;569.14
21;13;115.41
21;12;268.68
22;8;70.26
22;16;201.73
23;6;318.81
23;15;381.03
24;10;523.62
24;1;116.73
25;23;307.08
25;3;249.80
26;11;169.59
26;20;439.89
27;21;56.04
27;13;134.24
28;17;188.80
28;18;269.54
29;2;382.58
29;14;688.10
0;23;197.31
0;22;568.24
1;16;416.97
1;22;588.05
