3;1;611.84
3;0;546.07
3;2;923.47
4;2;170.18
4;0;519.73
4;1;770.58
5;0;101.53
5;4;596.21
5;2;717.16
6;3;146.87
6;0;400.06
6;5;439.32
7;4;71.61
7;2;99.32
7;0;555.49
8;6;284.93
8;0;660.43
8;5;673.86
9;1;77.83
9;3;560.48
9;5;822.61
10;9;430.11
10;4;317.97
10;2;316.79
11;3;343.55
11;9;279.03
11;2;605.23
12;10;158.46
12;7;256.22
12;9;404.45
13;6;164.28
13;11;472.82
13;8;196.09
14;5;179.36
14;3;417.63
14;0;129.76
15;11;200.20
15;3;512.14
15;7;404.16
16;15;629.00
16;8;479.55
16;10;662.38
17;16;18.44
17;6;345.83
17;5;247.75
18;2;344.42
18;7;250.34
18;14;442.37
19;5;41.11
19;14;210.87
19;16;253.99
0;10;392.12
0;11;473.10
0;19;142.64
1;5;900.01
1;14;741.74
1;11;352.08
2;15;412.80
2;12;222.70
2;19;753.52
