0;1;180.71
0;2;375.20
1;2;334.00
3;0;495.61
3;1;315.15
4;1;559.03
4;0;694.83
5;3;371.78
5;4;477.47
6;3;842.90
6;0;1090.59
7;4;405.11
7;0;558.24
8;1;742.99
8;6;573.93
9;3;247.63
9;7;392.33
10;3;784.24
10;7;577.17
11;1;942.11
11;8;520.02
12;4;389.12
12;0;831.53
13;8;564.68
13;12;389.49
14;0;818.54
14;11;895.73
15;10;427.14
15;0;991.05
16;1;1046.69
16;0;1188.32
17;3;234.14
17;8;707.19
18;8;830.12
18;10;869.57
19;0;960.25
19;8;667.96
20;0;752.02
20;8;19.21
21;12;196.06
21;1;585.14
22;7;722.58
22;3;596.42
23;11;734.25
23;4;342.58
24;18;494.03
24;4;140.04
25;8;355.19
25;6;305.45
26;8;368.49
26;11;151.53
27;1;545.21
27;18;508.37
28;20;693.56
28;17;605.61
29;0;847.43
29;27;536.40
30;4;459.84
30;0;1154.42
31;3;480.67
31;0;967.40
32;14;777.08
32;20;424.85
33;8;500.14
33;11;785.48
34;9;664.77
34;11;382.83
35;18;484.26
35;26;457.54
36;12;497.20
36;33;566.31
37;6;359.25
37;8;853.49
38;2;898.61
38;1;953.02
39;28;345.41
39;26;543.45
40;36;581.83
40;33;101.02
41;1;1030.02
41;20;811.19
42;1;1167.71
42;0;1314.28
43;0;699.74
43;3;204.25
44;15;865.54
44;8;641.15
45;0;192.00
45;10;938.37
46;28;296.29
46;10;328.89
47;5;421.35
47;34;736.35
48;12;255.23
48;26;116.04
49;4;465.10
49;30;580.11
50;11;448.77
50;3;495.55
51;11;706.78
51;27;440.25
52;48;401.25
52;30;694.82
53;11;518.75
53;39;354.81
54;1;1091.80
54;38;441.12
55;0;985.18
55;48;532.20
56;27;573.10
56;36;458.79
57;1;764.35
57;23;474.72
58;48;375.07
58;35;308.77
59;9;330.49
59;52;526.33
60;48;354.05
60;12;594.14
61;3;532.85
61;11;700.68
62;15;341.95
62;0;989.69
63;26;715.04
63;39;172.99
64;3;598.08
64;18;576.20
65;52;612.22
65;8;790.16
66;58;559.66
66;11;738.07
67;58;541.35
67;56;934.42
68;9;695.84
68;20;426.64
69;35;578.03
69;65;343.29
